persona-id,emotion-id,type,emotion,situation,age_id,sex_id
Pro_07265,S09_D02_E14,E14,방어적인,"['S09', 'D02']",A02,G01
Pro_08586,S07_D02_E15,E15,악의적인,"['S07', 'D02']",A02,G01
Pro_00307,S03_D02_E16,E16,안달하는,"['S03', 'D02']",A02,G01
Pro_03809,S06_D02_E38,E38,조심스러운,"['S06', 'D02']",A02,G01
Pro_05260,S05_D02_E49,E49,버려진,"['S05', 'D02']",A02,G01
Pro_12463,S13_D02_E52,E52,남의 시선을 의식하는,"['S13', 'D02']",A02,G01
Pro_05138,S04_D02_E47,E47,억울한,"['S04', 'D02']",A02,G01
Pro_10657,S11_D02_E46,E46,희생된,"['S11', 'D02']",A02,G01
Pro_09757,S04_D01_E46,E46,희생된,"['S04', 'D01']",A02,G01
Pro_10905,S13_D02_E54,E54,열등감,"['S13', 'D02']",A02,G01
Pro_01624,S01_D02_E13,E13,짜증내는,"['S01', 'D02']",A02,G01
Pro_00112,S01_D02_E61,E61,감사하는,"['S01', 'D02']",A02,G01
Pro_05362,S06_D02_E31,E31,두려운,"['S06', 'D02']",A02,G01
Pro_07266,S09_D02_E15,E15,악의적인,"['S09', 'D02']",A02,G01
Pro_09833,S04_D02_E62,E62,신뢰하는,"['S04', 'D02']",A02,G01
Pro_08821,S09_D02_E10,E10,분노,"['S09', 'D02']",A02,G01
Pro_05235,S05_D02_E24,E24,우울한,"['S05', 'D02']",A02,G01
Pro_05356,S06_D02_E25,E25,마비된,"['S06', 'D02']",A02,G01
Pro_03834,S06_D02_E63,E63,편안한,"['S06', 'D02']",A02,G01
Pro_05263,S05_D02_E52,E52,남의 시선을 의식하는,"['S05', 'D02']",A02,G01
Pro_03790,S06_D02_E19,E19,성가신,"['S06', 'D02']",A02,G01
Pro_12214,S11_D02_E43,E43,고립된,"['S11', 'D02']",A02,G01
Pro_08581,S07_D02_E10,E10,분노,"['S07', 'D02']",A02,G01
Pro_10578,S11_D01_E27,E27,눈물이 나는,"['S11', 'D01']",A02,G01
Pro_01795,S02_D02_E64,E64,만족스러운,"['S02', 'D02']",A02,G01
Pro_11394,S04_D02_E63,E63,편안한,"['S04', 'D02']",A02,G01
Pro_08590,S07_D02_E19,E19,성가신,"['S07', 'D02']",A02,G01
Pro_05390,S06_D02_E59,E59,혼란스러운(당황한),"['S06', 'D02']",A02,G01
Pro_10679,S11_D02_E68,E68,신이 난,"['S11', 'D02']",A02,G01
Pro_05137,S04_D02_E46,E46,희생된,"['S04', 'D02']",A02,G01
Pro_09761,S04_D01_E50,E50,당황,"['S04', 'D01']",A02,G01
Pro_10675,S11_D02_E64,E64,만족스러운,"['S11', 'D02']",A02,G01
Pro_10858,S13_D01_E67,E67,안도,"['S13', 'D01']",A02,G01
Pro_11325,S04_D01_E54,E54,열등감,"['S04', 'D01']",A02,G01
Pro_08730,S08_D02_E39,E39,초조한,"['S08', 'D02']",A02,G01
Pro_10875,S13_D02_E24,E24,우울한,"['S13', 'D02']",A02,G01
Pro_08957,S10_D02_E26,E26,염세적인,"['S10', 'D02']",A02,G01
Pro_05356,S06_D02_E25,E25,마비된,"['S06', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_01741,S02_D02_E10,E10,분노,"['S02', 'D02']",A02,G01
Pro_00100,S01_D02_E49,E49,버려진,"['S01', 'D02']",A02,G01
Pro_09772,S04_D01_E61,E61,감사하는,"['S04', 'D01']",A02,G01
Pro_07392,S10_D02_E21,E21,실망한,"['S10', 'D02']",A02,G01
Pro_01883,S03_D02_E32,E32,스트레스 받는,"['S03', 'D02']",A02,G01
Pro_05251,S05_D02_E40,E40,상처,"['S05', 'D02']",A02,G01
Pro_00183,S02_D02_E12,E12,좌절한,"['S02', 'D02']",A02,G01
Pro_05379,S06_D02_E48,E48,괴로워하는,"['S06', 'D02']",A02,G01
Pro_01785,S02_D02_E54,E54,열등감,"['S02', 'D02']",A02,G01
Pro_12418,S13_D01_E67,E67,안도,"['S13', 'D01']",A02,G01
Pro_08746,S08_D02_E55,E55,죄책감의,"['S08', 'D02']",A02,G01
Pro_08610,S07_D02_E39,E39,초조한,"['S07', 'D02']",A02,G01
Pro_09819,S04_D02_E48,E48,괴로워하는,"['S04', 'D02']",A02,G01
Pro_09789,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_05235,S05_D02_E24,E24,우울한,"['S05', 'D02']",A02,G01
Pro_03792,S06_D02_E21,E21,실망한,"['S06', 'D02']",A02,G01
Pro_05365,S06_D02_E34,E34,혼란스러운,"['S06', 'D02']",A02,G01
Pro_03703,S05_D02_E52,E52,남의 시선을 의식하는,"['S05', 'D02']",A02,G01
Pro_03698,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_11353,S04_D02_E22,E22,비통한,"['S04', 'D02']",A02,G01
Pro_00329,S03_D02_E38,E38,조심스러운,"['S03', 'D02']",A02,G01
Pro_05240,S05_D02_E29,E29,환멸을 느끼는,"['S05', 'D02']",A02,G01
Pro_08846,S09_D02_E35,E35,당혹스러운,"['S09', 'D02']",A02,G01
Pro_07025,S07_D02_E14,E14,방어적인,"['S07', 'D02']",A02,G01
Pro_00314,S03_D02_E23,E23,후회되는,"['S03', 'D02']",A02,G01
Pro_10630,S11_D02_E19,E19,성가신,"['S11', 'D02']",A02,G01
Pro_05101,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_03803,S06_D02_E32,E32,스트레스 받는,"['S06', 'D02']",A02,G01
Pro_03784,S06_D02_E13,E13,짜증내는,"['S06', 'D02']",A02,G01
Pro_12189,S11_D02_E18,E18,노여워하는,"['S11', 'D02']",A02,G01
Pro_10664,S11_D02_E53,E53,외로운,"['S11', 'D02']",A02,G01
Pro_08606,S07_D02_E35,E35,당혹스러운,"['S07', 'D02']",A02,G01
Pro_07309,S09_D02_E58,E58,한심한,"['S09', 'D02']",A02,G01
Pro_03663,S05_D02_E12,E12,좌절한,"['S05', 'D02']",A02,G01
Pro_05136,S04_D02_E45,E45,"가난한, 불우한","['S04', 'D02']",A02,G01
Pro_10904,S13_D02_E53,E53,외로운,"['S13', 'D02']",A02,G01
Pro_05122,S04_D02_E31,E31,두려운,"['S04', 'D02']",A02,G01
Pro_01662,S01_D02_E51,E51,고립된(당황한),"['S01', 'D02']",A02,G01
Pro_07308,S09_D02_E57,E57,혐오스러운,"['S09', 'D02']",A02,G01
Pro_05246,S05_D02_E35,E35,당혹스러운,"['S05', 'D02']",A02,G01
Pro_12183,S11_D02_E12,E12,좌절한,"['S11', 'D02']",A02,G01
Pro_08728,S08_D02_E37,E37,걱정스러운,"['S08', 'D02']",A02,G01
Pro_07165,S08_D02_E34,E34,혼란스러운,"['S08', 'D02']",A02,G01
Pro_00079,S01_D02_E28,E28,낙담한,"['S01', 'D02']",A02,G01
Pro_03794,S06_D02_E23,E23,후회되는,"['S06', 'D02']",A02,G01
Pro_03791,S06_D02_E20,E20,슬픔,"['S06', 'D02']",A02,G01
Pro_03583,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_07269,S09_D02_E18,E18,노여워하는,"['S09', 'D02']",A02,G01
Pro_01764,S02_D02_E33,E33,취약한,"['S02', 'D02']",A02,G01
Pro_03822,S06_D02_E51,E51,고립된(당황한),"['S06', 'D02']",A02,G01
Pro_08957,S10_D02_E26,E26,염세적인,"['S10', 'D02']",A02,G01
Pro_08629,S07_D02_E58,E58,한심한,"['S07', 'D02']",A02,G01
Pro_01862,S03_D02_E11,E11,툴툴대는,"['S03', 'D02']",A02,G01
Pro_07439,S10_D02_E68,E68,신이 난,"['S10', 'D02']",A02,G01
Pro_05233,S05_D02_E22,E22,비통한,"['S05', 'D02']",A02,G01
Pro_09789,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_05358,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_07026,S07_D02_E15,E15,악의적인,"['S07', 'D02']",A02,G01
Pro_05222,S05_D02_E11,E11,툴툴대는,"['S05', 'D02']",A02,G01
Pro_08963,S10_D02_E32,E32,스트레스 받는,"['S10', 'D02']",A02,G01
Pro_05260,S05_D02_E49,E49,버려진,"['S05', 'D02']",A02,G01
Pro_12459,S13_D02_E48,E48,괴로워하는,"['S13', 'D02']",A02,G01
Pro_00184,S02_D02_E13,E13,짜증내는,"['S02', 'D02']",A02,G01
Pro_01659,S01_D02_E48,E48,괴로워하는,"['S01', 'D02']",A02,G01
Pro_08967,S10_D02_E36,E36,회의적인,"['S10', 'D02']",A02,G01
Pro_01865,S03_D02_E14,E14,방어적인,"['S03', 'D02']",A02,G01
Pro_03826,S06_D02_E55,E55,죄책감의,"['S06', 'D02']",A02,G01
Pro_03816,S06_D02_E45,E45,"가난한, 불우한","['S06', 'D02']",A02,G01
Pro_11338,S04_D01_E67,E67,안도,"['S04', 'D01']",A02,G01
Pro_05150,S04_D02_E59,E59,혼란스러운(당황한),"['S04', 'D02']",A02,G01
Pro_05152,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_12135,S11_D01_E24,E24,우울한,"['S11', 'D01']",A02,G01
Pro_08742,S08_D02_E51,E51,고립된(당황한),"['S08', 'D02']",A02,G01
Pro_05269,S05_D02_E58,E58,한심한,"['S05', 'D02']",A02,G01
Pro_00184,S02_D02_E13,E13,짜증내는,"['S02', 'D02']",A02,G01
Pro_01671,S01_D02_E60,E60,기쁨,"['S01', 'D02']",A02,G01
Pro_05103,S04_D02_E12,E12,좌절한,"['S04', 'D02']",A02,G01
Pro_11334,S04_D01_E63,E63,편안한,"['S04', 'D01']",A02,G01
Pro_10641,S11_D02_E30,E30,불안,"['S11', 'D02']",A02,G01
Pro_08822,S09_D02_E11,E11,툴툴대는,"['S09', 'D02']",A02,G01
Pro_07290,S09_D02_E39,E39,초조한,"['S09', 'D02']",A02,G01
Pro_05119,S04_D02_E28,E28,낙담한,"['S04', 'D02']",A02,G01
Pro_08583,S07_D02_E12,E12,좌절한,"['S07', 'D02']",A02,G01
Pro_08948,S10_D02_E17,E17,구역질 나는,"['S10', 'D02']",A02,G01
Pro_07308,S09_D02_E57,E57,혐오스러운,"['S09', 'D02']",A02,G01
Pro_01881,S03_D02_E30,E30,불안,"['S03', 'D02']",A02,G01
Pro_08983,S10_D02_E52,E52,남의 시선을 의식하는,"['S10', 'D02']",A02,G01
Pro_09764,S04_D01_E53,E53,외로운,"['S04', 'D01']",A02,G01
Pro_07042,S07_D02_E31,E31,두려운,"['S07', 'D02']",A02,G01
Pro_07277,S09_D02_E26,E26,염세적인,"['S09', 'D02']",A02,G01
Pro_07051,S07_D02_E40,E40,상처,"['S07', 'D02']",A02,G01
Pro_08833,S09_D02_E22,E22,비통한,"['S09', 'D02']",A02,G01
Pro_08954,S10_D02_E23,E23,후회되는,"['S10', 'D02']",A02,G01
Pro_11384,S04_D02_E53,E53,외로운,"['S04', 'D02']",A02,G01
Pro_08990,S10_D02_E59,E59,혼란스러운(당황한),"['S10', 'D02']",A02,G01
Pro_05341,S06_D02_E10,E10,분노,"['S06', 'D02']",A02,G01
Pro_05101,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_01633,S01_D02_E22,E22,비통한,"['S01', 'D02']",A02,G01
Pro_03718,S05_D02_E67,E67,안도,"['S05', 'D02']",A02,G01
Pro_01658,S01_D02_E47,E47,억울한,"['S01', 'D02']",A02,G01
Pro_07386,S10_D02_E15,E15,악의적인,"['S10', 'D02']",A02,G01
Pro_03546,S04_D02_E15,E15,악의적인,"['S04', 'D02']",A02,G01
Pro_03560,S04_D02_E29,E29,환멸을 느끼는,"['S04', 'D02']",A02,G01
Pro_05139,S04_D02_E48,E48,괴로워하는,"['S04', 'D02']",A02,G01
Pro_01629,S01_D02_E18,E18,노여워하는,"['S01', 'D02']",A02,G01
Pro_08721,S08_D02_E30,E30,불안,"['S08', 'D02']",A02,G01
Pro_01879,S03_D02_E28,E28,낙담한,"['S03', 'D02']",A02,G01
Pro_09767,S04_D01_E56,E56,부끄러운,"['S04', 'D01']",A02,G01
Pro_12156,S11_D01_E45,E45,"가난한, 불우한","['S11', 'D01']",A02,G01
Pro_00106,S01_D02_E55,E55,죄책감의,"['S01', 'D02']",A02,G01
Pro_07388,S10_D02_E17,E17,구역질 나는,"['S10', 'D02']",A02,G01
Pro_05235,S05_D02_E24,E24,우울한,"['S05', 'D02']",A02,G01
Pro_05274,S05_D02_E63,E63,편안한,"['S05', 'D02']",A02,G01
Pro_05373,S06_D02_E42,E42,배신당한,"['S06', 'D02']",A02,G01
Pro_03823,S06_D02_E52,E52,남의 시선을 의식하는,"['S06', 'D02']",A02,G01
Pro_05355,S06_D02_E24,E24,우울한,"['S06', 'D02']",A02,G01
Pro_08830,S09_D02_E19,E19,성가신,"['S09', 'D02']",A02,G01
Pro_11281,S04_D01_E10,E10,분노,"['S04', 'D01']",A02,G01
Pro_03592,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_03581,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_10901,S13_D02_E50,E50,당황,"['S13', 'D02']",A02,G01
Pro_03803,S06_D02_E32,E32,스트레스 받는,"['S06', 'D02']",A02,G01
Pro_05104,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_05223,S05_D02_E12,E12,좌절한,"['S05', 'D02']",A02,G01
Pro_09776,S04_D01_E65,E65,흥분,"['S04', 'D01']",A02,G01
Pro_11352,S04_D02_E21,E21,실망한,"['S04', 'D02']",A02,G01
Pro_11314,S04_D01_E43,E43,고립된,"['S04', 'D01']",A02,G01
Pro_10893,S13_D02_E42,E42,배신당한,"['S13', 'D02']",A02,G01
Pro_10580,S11_D01_E29,E29,환멸을 느끼는,"['S11', 'D01']",A02,G01
Pro_07185,S08_D02_E54,E54,열등감,"['S08', 'D02']",A02,G01
Pro_08725,S08_D02_E34,E34,혼란스러운,"['S08', 'D02']",A02,G01
Pro_12418,S13_D01_E67,E67,안도,"['S13', 'D01']",A02,G01
Pro_08976,S10_D02_E45,E45,"가난한, 불우한","['S10', 'D02']",A02,G01
Pro_05374,S06_D02_E43,E43,고립된,"['S06', 'D02']",A02,G01
Pro_03816,S06_D02_E45,E45,"가난한, 불우한","['S06', 'D02']",A02,G01
Pro_10600,S11_D01_E49,E49,버려진,"['S11', 'D01']",A02,G01
Pro_05135,S04_D02_E44,E44,충격 받은,"['S04', 'D02']",A02,G01
Pro_05363,S06_D02_E32,E32,스트레스 받는,"['S06', 'D02']",A02,G01
Pro_08871,S09_D02_E60,E60,기쁨,"['S09', 'D02']",A02,G01
Pro_05368,S06_D02_E37,E37,걱정스러운,"['S06', 'D02']",A02,G01
Pro_03697,S05_D02_E46,E46,희생된,"['S05', 'D02']",A02,G01
Pro_08608,S07_D02_E37,E37,걱정스러운,"['S07', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_03575,S04_D02_E44,E44,충격 받은,"['S04', 'D02']",A02,G01
Pro_03677,S05_D02_E26,E26,염세적인,"['S05', 'D02']",A02,G01
Pro_07073,S07_D02_E62,E62,신뢰하는,"['S07', 'D02']",A02,G01
Pro_07060,S07_D02_E49,E49,버려진,"['S07', 'D02']",A02,G01
Pro_07195,S08_D02_E64,E64,만족스러운,"['S08', 'D02']",A02,G01
Pro_08976,S10_D02_E45,E45,"가난한, 불우한","['S10', 'D02']",A02,G01
Pro_05232,S05_D02_E21,E21,실망한,"['S05', 'D02']",A02,G01
Pro_03819,S06_D02_E48,E48,괴로워하는,"['S06', 'D02']",A02,G01
Pro_08754,S08_D02_E63,E63,편안한,"['S08', 'D02']",A02,G01
Pro_05224,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_12145,S11_D01_E34,E34,혼란스러운,"['S11', 'D01']",A02,G01
Pro_09805,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_01878,S03_D02_E27,E27,눈물이 나는,"['S03', 'D02']",A02,G01
Pro_08822,S09_D02_E11,E11,툴툴대는,"['S09', 'D02']",A02,G01
Pro_00308,S03_D02_E17,E17,구역질 나는,"['S03', 'D02']",A02,G01
Pro_03810,S06_D02_E39,E39,초조한,"['S06', 'D02']",A02,G01
Pro_12455,S13_D02_E44,E44,충격 받은,"['S13', 'D02']",A02,G01
Pro_05125,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_08880,S09_D02_E69,E69,자신하는,"['S09', 'D02']",A02,G01
Pro_05375,S06_D02_E44,E44,충격 받은,"['S06', 'D02']",A02,G01
Pro_12475,S13_D02_E64,E64,만족스러운,"['S13', 'D02']",A02,G01
Pro_08982,S10_D02_E51,E51,고립된(당황한),"['S10', 'D02']",A02,G01
Pro_05360,S06_D02_E29,E29,환멸을 느끼는,"['S06', 'D02']",A02,G01
Pro_03786,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_00309,S03_D02_E18,E18,노여워하는,"['S03', 'D02']",A02,G01
Pro_01868,S03_D02_E17,E17,구역질 나는,"['S03', 'D02']",A02,G01
Pro_01894,S03_D02_E43,E43,고립된,"['S03', 'D02']",A02,G01
Pro_07288,S09_D02_E37,E37,걱정스러운,"['S09', 'D02']",A02,G01
Pro_03594,S04_D02_E63,E63,편안한,"['S04', 'D02']",A02,G01
Pro_07395,S10_D02_E24,E24,우울한,"['S10', 'D02']",A02,G01
Pro_05243,S05_D02_E32,E32,스트레스 받는,"['S05', 'D02']",A02,G01
Pro_10836,S13_D01_E45,E45,"가난한, 불우한","['S13', 'D01']",A02,G01
Pro_05253,S05_D02_E42,E42,배신당한,"['S05', 'D02']",A02,G01
Pro_05365,S06_D02_E34,E34,혼란스러운,"['S06', 'D02']",A02,G01
Pro_00073,S01_D02_E22,E22,비통한,"['S01', 'D02']",A02,G01
Pro_00310,S03_D02_E19,E19,성가신,"['S03', 'D02']",A02,G01
Pro_07434,S10_D02_E63,E63,편안한,"['S10', 'D02']",A02,G01
Pro_07270,S09_D02_E19,E19,성가신,"['S09', 'D02']",A02,G01
Pro_05227,S05_D02_E16,E16,안달하는,"['S05', 'D02']",A02,G01
Pro_00238,S02_D02_E67,E67,안도,"['S02', 'D02']",A02,G01
Pro_01662,S01_D02_E51,E51,고립된(당황한),"['S01', 'D02']",A02,G01
Pro_11395,S04_D02_E64,E64,만족스러운,"['S04', 'D02']",A02,G01
Pro_03682,S05_D02_E31,E31,두려운,"['S05', 'D02']",A02,G01
Pro_05354,S06_D02_E23,E23,후회되는,"['S06', 'D02']",A02,G01
Pro_08620,S07_D02_E49,E49,버려진,"['S07', 'D02']",A02,G01
Pro_05159,S04_D02_E68,E68,신이 난,"['S04', 'D02']",A02,G01
Pro_05117,S04_D02_E26,E26,염세적인,"['S04', 'D02']",A02,G01
Pro_10624,S11_D02_E13,E13,짜증내는,"['S11', 'D02']",A02,G01
Pro_08592,S07_D02_E21,E21,실망한,"['S07', 'D02']",A02,G01
Pro_08955,S10_D02_E24,E24,우울한,"['S10', 'D02']",A02,G01
Pro_07439,S10_D02_E68,E68,신이 난,"['S10', 'D02']",A02,G01
Pro_09000,S10_D02_E69,E69,자신하는,"['S10', 'D02']",A02,G01
Pro_00347,S03_D02_E56,E56,부끄러운,"['S03', 'D02']",A02,G01
Pro_05236,S05_D02_E25,E25,마비된,"['S05', 'D02']",A02,G01
Pro_00312,S03_D02_E21,E21,실망한,"['S03', 'D02']",A02,G01
Pro_10803,S13_D01_E12,E12,좌절한,"['S13', 'D01']",A02,G01
Pro_01787,S02_D02_E56,E56,부끄러운,"['S02', 'D02']",A02,G01
Pro_00305,S03_D02_E14,E14,방어적인,"['S03', 'D02']",A02,G01
Pro_00205,S02_D02_E34,E34,혼란스러운,"['S02', 'D02']",A02,G01
Pro_12416,S13_D01_E65,E65,흥분,"['S13', 'D01']",A02,G01
Pro_08725,S08_D02_E34,E34,혼란스러운,"['S08', 'D02']",A02,G01
Pro_11316,S04_D01_E45,E45,"가난한, 불우한","['S04', 'D01']",A02,G01
Pro_00107,S01_D02_E56,E56,부끄러운,"['S01', 'D02']",A02,G01
Pro_00348,S03_D02_E57,E57,혐오스러운,"['S03', 'D02']",A02,G01
Pro_03791,S06_D02_E20,E20,슬픔,"['S06', 'D02']",A02,G01
Pro_12169,S11_D01_E58,E58,한심한,"['S11', 'D01']",A02,G01
Pro_00344,S03_D02_E53,E53,외로운,"['S03', 'D02']",A02,G01
Pro_01669,S01_D02_E58,E58,한심한,"['S01', 'D02']",A02,G01
Pro_03571,S04_D02_E40,E40,상처,"['S04', 'D02']",A02,G01
Pro_01672,S01_D02_E61,E61,감사하는,"['S01', 'D02']",A02,G01
Pro_12223,S11_D02_E52,E52,남의 시선을 의식하는,"['S11', 'D02']",A02,G01
Pro_03570,S04_D02_E39,E39,초조한,"['S04', 'D02']",A02,G01
Pro_09770,S04_D01_E59,E59,혼란스러운(당황한),"['S04', 'D01']",A02,G01
Pro_01908,S03_D02_E57,E57,혐오스러운,"['S03', 'D02']",A02,G01
Pro_08981,S10_D02_E50,E50,당황,"['S10', 'D02']",A02,G01
Pro_03826,S06_D02_E55,E55,죄책감의,"['S06', 'D02']",A02,G01
Pro_05137,S04_D02_E46,E46,희생된,"['S04', 'D02']",A02,G01
Pro_05138,S04_D02_E47,E47,억울한,"['S04', 'D02']",A02,G01
Pro_01776,S02_D02_E45,E45,"가난한, 불우한","['S02', 'D02']",A02,G01
Pro_00232,S02_D02_E61,E61,감사하는,"['S02', 'D02']",A02,G01
Pro_08594,S07_D02_E23,E23,후회되는,"['S07', 'D02']",A02,G01
Pro_05116,S04_D02_E25,E25,마비된,"['S04', 'D02']",A02,G01
Pro_12409,S13_D01_E58,E58,한심한,"['S13', 'D01']",A02,G01
Pro_07159,S08_D02_E28,E28,낙담한,"['S08', 'D02']",A02,G01
Pro_07400,S10_D02_E29,E29,환멸을 느끼는,"['S10', 'D02']",A02,G01
Pro_12222,S11_D02_E51,E51,고립된(당황한),"['S11', 'D02']",A02,G01
Pro_08601,S07_D02_E30,E30,불안,"['S07', 'D02']",A02,G01
Pro_00223,S02_D02_E52,E52,남의 시선을 의식하는,"['S02', 'D02']",A02,G01
Pro_03592,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_03822,S06_D02_E51,E51,고립된(당황한),"['S06', 'D02']",A02,G01
Pro_07422,S10_D02_E51,E51,고립된(당황한),"['S10', 'D02']",A02,G01
Pro_01660,S01_D02_E49,E49,버려진,"['S01', 'D02']",A02,G01
Pro_03664,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_10809,S13_D01_E18,E18,노여워하는,"['S13', 'D01']",A02,G01
Pro_01671,S01_D02_E60,E60,기쁨,"['S01', 'D02']",A02,G01
Pro_05388,S06_D02_E57,E57,혐오스러운,"['S06', 'D02']",A02,G01
Pro_01914,S03_D02_E63,E63,편안한,"['S03', 'D02']",A02,G01
Pro_03806,S06_D02_E35,E35,당혹스러운,"['S06', 'D02']",A02,G01
Pro_07298,S09_D02_E47,E47,억울한,"['S09', 'D02']",A02,G01
Pro_11377,S04_D02_E46,E46,희생된,"['S04', 'D02']",A02,G01
Pro_01671,S01_D02_E60,E60,기쁨,"['S01', 'D02']",A02,G01
Pro_03832,S06_D02_E61,E61,감사하는,"['S06', 'D02']",A02,G01
Pro_03785,S06_D02_E14,E14,방어적인,"['S06', 'D02']",A02,G01
Pro_05105,S04_D02_E14,E14,방어적인,"['S04', 'D02']",A02,G01
Pro_05346,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_12122,S11_D01_E11,E11,툴툴대는,"['S11', 'D01']",A02,G01
Pro_01901,S03_D02_E50,E50,당황,"['S03', 'D02']",A02,G01
Pro_07026,S07_D02_E15,E15,악의적인,"['S07', 'D02']",A02,G01
Pro_07057,S07_D02_E46,E46,희생된,"['S07', 'D02']",A02,G01
Pro_12189,S11_D02_E18,E18,노여워하는,"['S11', 'D02']",A02,G01
Pro_05261,S05_D02_E50,E50,당황,"['S05', 'D02']",A02,G01
Pro_12415,S13_D01_E64,E64,만족스러운,"['S13', 'D01']",A02,G01
Pro_10917,S13_D02_E66,E66,느긋,"['S13', 'D02']",A02,G01
Pro_01769,S02_D02_E38,E38,조심스러운,"['S02', 'D02']",A02,G01
Pro_09788,S04_D02_E17,E17,구역질 나는,"['S04', 'D02']",A02,G01
Pro_05264,S05_D02_E53,E53,외로운,"['S05', 'D02']",A02,G01
Pro_07025,S07_D02_E14,E14,방어적인,"['S07', 'D02']",A02,G01
Pro_11363,S04_D02_E32,E32,스트레스 받는,"['S04', 'D02']",A02,G01
Pro_00210,S02_D02_E39,E39,초조한,"['S02', 'D02']",A02,G01
Pro_03549,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_11292,S04_D01_E21,E21,실망한,"['S04', 'D01']",A02,G01
Pro_10575,S11_D01_E24,E24,우울한,"['S11', 'D01']",A02,G01
Pro_00231,S02_D02_E60,E60,기쁨,"['S02', 'D02']",A02,G01
Pro_07293,S09_D02_E42,E42,배신당한,"['S09', 'D02']",A02,G01
Pro_05388,S06_D02_E57,E57,혐오스러운,"['S06', 'D02']",A02,G01
Pro_10669,S11_D02_E58,E58,한심한,"['S11', 'D02']",A02,G01
Pro_03561,S04_D02_E30,E30,불안,"['S04', 'D02']",A02,G01
Pro_01678,S01_D02_E67,E67,안도,"['S01', 'D02']",A02,G01
Pro_12156,S11_D01_E45,E45,"가난한, 불우한","['S11', 'D01']",A02,G01
Pro_08994,S10_D02_E63,E63,편안한,"['S10', 'D02']",A02,G01
Pro_05361,S06_D02_E30,E30,불안,"['S06', 'D02']",A02,G01
Pro_05227,S05_D02_E16,E16,안달하는,"['S05', 'D02']",A02,G01
Pro_08988,S10_D02_E57,E57,혐오스러운,"['S10', 'D02']",A02,G01
Pro_05140,S04_D02_E49,E49,버려진,"['S04', 'D02']",A02,G01
Pro_01758,S02_D02_E27,E27,눈물이 나는,"['S02', 'D02']",A02,G01
Pro_01632,S01_D02_E21,E21,실망한,"['S01', 'D02']",A02,G01
Pro_03667,S05_D02_E16,E16,안달하는,"['S05', 'D02']",A02,G01
Pro_10643,S11_D02_E32,E32,스트레스 받는,"['S11', 'D02']",A02,G01
Pro_08635,S07_D02_E64,E64,만족스러운,"['S07', 'D02']",A02,G01
Pro_12471,S13_D02_E60,E60,기쁨,"['S13', 'D02']",A02,G01
Pro_05226,S05_D02_E15,E15,악의적인,"['S05', 'D02']",A02,G01
Pro_12195,S11_D02_E24,E24,우울한,"['S11', 'D02']",A02,G01
Pro_12189,S11_D02_E18,E18,노여워하는,"['S11', 'D02']",A02,G01
Pro_03785,S06_D02_E14,E14,방어적인,"['S06', 'D02']",A02,G01
Pro_03587,S04_D02_E56,E56,부끄러운,"['S04', 'D02']",A02,G01
Pro_01768,S02_D02_E37,E37,걱정스러운,"['S02', 'D02']",A02,G01
Pro_07023,S07_D02_E12,E12,좌절한,"['S07', 'D02']",A02,G01
Pro_00222,S02_D02_E51,E51,고립된(당황한),"['S02', 'D02']",A02,G01
Pro_07153,S08_D02_E22,E22,비통한,"['S08', 'D02']",A02,G01
Pro_03598,S04_D02_E67,E67,안도,"['S04', 'D02']",A02,G01
Pro_01654,S01_D02_E43,E43,고립된,"['S01', 'D02']",A02,G01
Pro_07190,S08_D02_E59,E59,혼란스러운(당황한),"['S08', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
